,0,1,2,3
"Art. 12. Os Tribunais Regionais do Trabalho constituirão localmente os respectivos Comitês Gestores Regionais, com as seguintes atribuições: 
(...)
§ 3º O CSJT orientará os Tribunais sobre a constituição dos comitês gestores locais, observada a complexidade de cada sistema nacional. ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 13. O desenvolvimento, a manutenção e o suporte de cada Sistema Nacional ficará sob responsabilidade de um Tribunal Regional do Trabalho, que exercerá as atribuições de Coordenação Técnica.
(...)",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 13. O desenvolvimento, a manutenção e o suporte de cada Sistema Nacional ficará sob responsabilidade de um Tribunal Regional do Trabalho, que exercerá as atribuições de Coordenação Técnica.
Parágrafo único. Os Tribunais Regionais do Trabalho que atuarão no papel de Coordenações Técnicas serão designados por ato da Presidência do CSJT. ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 14. O Tribunal Regional do Trabalho designado para a Coordenação Técnica terá as seguintes atribuições: 
I – cumprir os padrões de arquitetura de software, de processo de desenvolvimento, de infraestrutura, de segurança da informação, entre outros, adotados em alinhamento com as diretrizes e as especificações do Conselho Superior da Justiça do Trabalho; 
II – elaborar e manter atualizada a documentação pertinente ao sistema; 
III – zelar pela unicidade e pelo sigilo do código-fonte do sistema; 
IV – disponibilizar infraestrutura própria de tecnologia da informação e capacitar servidores próprios e de outros Tribunais Regionais do Trabalho para garantir a continuidade dos trabalhos de desenvolvimento e de sustentação do sistema; 
V – disponibilizar a documentação, o código-fonte e executável, bem como as informações necessárias à implantação e à sustentação do sistema; 
VI – observar os níveis de serviço estabelecidos para o sistema;
 VII – assegurar a disponibilidade, o desempenho e a integridade do sistema com base nos requisitos técnicos constantes da documentação oficial publicada.
 VIII – submeter o sistema à avaliação da unidade de segurança da informação antes da disponibilização em âmbito nacional, de modo a verificar a inexistência de ameaças, a fim de fortalecer a integridade de todo o sistema. 
Parágrafo único. A concessão de acesso ao código-fonte dos sistemas nacionais será autorizada pelo CSJT e condicionada à assinatura do correspondente termo de confidencialidade.  ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 15. A implantação e a atualização de cada Sistema Nacional, em nível local, serão realizadas pelos Tribunais Regionais do Trabalho, com apoio e acompanhamento da respectiva Coordenação Técnica.  
(...)",Não,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 15. A implantação e a atualização de cada Sistema Nacional, em nível local, serão realizadas pelos Tribunais Regionais do Trabalho, com apoio e acompanhamento da respectiva Coordenação Técnica. 
Parágrafo único. Todas as etapas, processos, procedimentos e providências envolvidas na implantação de Sistemas Nacionais serão definidas e coordenadas pelas instâncias superiores responsáveis.  ",Não,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 16. Os detalhes atinentes à cadeia de atendimento e de suporte técnico aos Sistemas Nacionais constarão do Guia Referencial de Gestão de Sistemas Nacionais da Justiça do Trabalho. 
Parágrafo único. O CSJT disponibilizará, quando necessário, referenciais técnicos subsidiários, que abordarão a padronização, a arquitetura e a atualização das infraestruturas tecnológicas, entre outros aspectos.   ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 17. Os eventos que afetem a disponibilidade e a integridade dos Sistemas Nacionais serão de responsabilidade dos Tribunais Regionais do Trabalho, em nível local, principalmente quando constatada a desconformidade de infraestrutura tecnológica e de outros padrões estabelecidos.  ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 18. Ficam revogadas as Resoluções CSJT nº 215 e nº 217, de 23 de março de 2018; 239, de 23 de abril de 2019; 242, de 31 de maio de 2019; 245, de 23 de agosto de 2019; assim como os Atos CSJT.GP.SG.ASTIC nº 116, de 13 de setembro de 2010, e CSJT.GP.SG.SETIC nº 17, de 2 de fevereiro de 2016. ",Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
Art. 19. Esta Resolução entra em vigor na data de sua publicação. ,Não é item de conformidade,Resolução nº 331/2022 - CSJT,CSJT,Secretaria de Tecnologia da Informação e Comunicação
"Art. 1º Instituir diretrizes para a realização de videoconferências no âmbito do Poder Judiciário, de modo a possibilitar que os jurisdicionados compreendam a dinâmica processual no cenário virtual, e a aprimorar a prestação jurisdicional de forma digital. ",Não é item de conformidade,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 2º Nas hipóteses em que for realizada videoconferência no exercício da magistratura, em que 1 (um) ou mais participantes estiverem em local diverso, deve o magistrado estar presente na unidade jurisdicional e adotar providências para garantir: (redação dada pela Resolução n. 481, de 22.11.2022)

 I – identificação adequada, na plataforma e sessão;  
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 2º Nas hipóteses em que for realizada videoconferência no exercício da magistratura, em que 1 (um) ou mais participantes estiverem em local diverso, deve o magistrado estar presente na unidade jurisdicional e adotar providências para garantir: (redação dada pela Resolução n. 481, de 22.11.2022)
(...)
II – utilização de vestimenta adequada, como terno ou toga;    
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 2º Nas hipóteses em que for realizada videoconferência no exercício da magistratura, em que 1 (um) ou mais participantes estiverem em local diverso, deve o magistrado estar presente na unidade jurisdicional e adotar providências para garantir: (redação dada pela Resolução n. 481, de 22.11.2022)
(...)
III – utilização de fundo adequado e estático, preconizando-se o uso de: 

a) modelo padronizado disponibilizado pelo tribunal a que pertença, se for o caso; 

b) imagem que guarde relação com a sala de audiências, fórum local ou tribunal a que pertença, ou 

c) fundos de natureza neutra, como uma simples parede ou uma estante de livros.   ",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 

I – velem pela adequada identificação, na sessão, de promotores, defensores, procuradores e advogados, devendo aquela abarcar tanto o cargo, a ocupação ou função no ato quanto nome e sobrenome;  

(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 
(...)
II – zelem pela utilização de vestimenta adequada por parte dos participantes, como terno ou beca; e 
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 
(...)
III – certifiquem-se de que todos se encontram participando da videoconferência com a câmera ligada, em condições satisfatórias e em local adequado.  
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 
(...)
§ 1º  A recusa de observância das diretrizes previstas nesta Resolução pode justificar a suspensão ou adiamento da audiência, bem como a expedição, pelo magistrado, de ofício ao órgão correicional da parte que descumprir a determinação judicial.  
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 
(...)
§ 2º Os tribunais poderão, em razão de peculiaridades locais, criar regras específicas para dispensar o uso de terno ou beca, hipótese em que deve ser realizada, no prazo de 30 (trinta) dias, comunicação ao CNJ.  
(...)",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 3º Recomenda-se, ainda, que os magistrados, ao presidirem audiências: 
(...)
§ 3º O advogado, defensor e membro do Ministério Público poderão, em caráter emergencial e de forma excepcional e fundamentada, requerer ao magistrado que preside a audiência a dispensa de utilização de beca ou terno, o que que poderá ser comunicado pelo juízo, por meio de ofício, à seccional da Ordem dos Advogados do Brasil ou à respectiva instituição.  ",Sim,Resolução nº 465/2022 - CNJ,CNJ,Presidência
Art. 4º Esta Resolução entra em vigor na data de sua publicação.  ,Não é item de conformidade,Resolução nº 465/2022 - CNJ,CNJ,Presidência
"Art. 1º Regulamentar, no Poder Judiciário, os arts. 6º , inciso XI, e 7º-A, ambos da Lei nº 10.826/2003, com as alterações promovidas pela Lei n o 12.694/2012.
Parágrafo único. A presente Resolução é também aplicável aos Conselhos do Poder Judiciário.   ",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 2º Nos termos do art. 6º , inciso XI, da Lei nº 10.826/2003, é autorizado aos servidores do Poder Judiciário, enquadrados como agentes e inspetores da especialidade Polícia Judicial, e que efetivamente estejam no exercício do poder de polícia, o porte de arma de fogo em todo o território nacional.
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 2º Nos termos do art. 6º , inciso XI, da Lei nº 10.826/2003, é autorizado aos servidores do Poder Judiciário, enquadrados como agentes e inspetores da especialidade Polícia Judicial, e que efetivamente estejam no exercício do poder de polícia, o porte de arma de fogo em todo o território nacional.
Parágrafo único. As atribuições e funções exercidas pelos agentes e inspetores judiciais serão descritas em normativos do CNJ, bem como regulamentadas em atos dos presidentes de tribunais.",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º As armas de fogo de que trata esta Resolução serão, nos termos do art. 7º -A da Lei nº 10.826/2003, de propriedade dos tribunais, ficando sob responsabilidade e guarda das respectivas instituições. (redação dada pela Resolução n. 566, de 19.6.2024)  
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º As armas de fogo de que trata esta Resolução serão, nos termos do art. 7º -A da Lei nº 10.826/2003, de propriedade dos tribunais, ficando sob responsabilidade e guarda das respectivas instituições. (redação dada pela Resolução n. 566, de 19.6.2024)
§ 1º As armas poderão ser utilizadas pelos servidores indicados no art. 2º, quando estiverem em serviço ou em regime de sobreaviso, bem como quando: (redação dada pela Resolução n. 566, de 19.6.2024)
I – a retirada da arma não puder ser feita no mesmo dia do início da missão; e (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º As armas de fogo de que trata esta Resolução serão, nos termos do art. 7º -A da Lei nº 10.826/2003, de propriedade dos tribunais, ficando sob responsabilidade e guarda das respectivas instituições. (redação dada pela Resolução n. 566, de 19.6.2024)
§ 1º As armas poderão ser utilizadas pelos servidores indicados no art. 2º, quando estiverem em serviço ou em regime de sobreaviso, bem como quando: (redação dada pela Resolução n. 566, de 19.6.2024)
(...)
II – a devolução da arma não puder ser feita no mesmo dia do término da missão. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º As armas de fogo de que trata esta Resolução serão, nos termos do art. 7º-A da Lei nº 10.826/2003, de propriedade dos tribunais, ficando sob responsabilidade e guarda das respectivas instituições. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)
§ 2º Cada instituição deverá adotar as medidas necessárias para que, nos termos da legislação vigente, sejam observadas as condições de uso e de armazenagem das armas de fogo institucionais. (redação dada pela Resolução n. 566, de 19.6.2024)
§§ 3º ao 8º foram revogados.",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
§ 1º A limitação prevista no art. 7º-A, § 2º, da Lei nº 10.826/2003 deverá considerar, para fins de cálculo, o número total de policiais judiciais pertencentes aos quadros dos respectivos tribunais. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)
§ 2º Todos os policiais judiciais poderão receber a autorização de porte, de modo que a limitação prevista no art. 7º-A, § 2º, da Lei nº 10.826/2003 incidirá somente sobre o quantitativo de portes simultâneos no dia de serviço. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)
§ 3º Excepcionalmente e de forma justificada, por razões de segurança, o chefe da unidade de Polícia Judicial poderá ampliar o limite percentual disposto no § 1º do presente artigo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)
§ 4º A designação de que trata este artigo deverá ser informada à Polícia Federal, para expedição do número de porte e respectivo cadastro no Sistema Nacional de Armas (SINARM). (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)
§ 5º A listagem dos servidores dos tribunais deverá ser atualizada semestralmente no SINARM, mediante comunicação do chefe da unidade de Polícia Judicial, nos termos do art. 7º -A, § 4º, da Lei nº 10.826/2003. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-A O presidente do tribunal ou por delegação ao chefe da unidade de Polícia Judicial designará, atendendo o constante no art. 2º, os servidores que poderão portar arma de fogo. (incluído pela Resolução n. 566, de 19.6.2024)
(...)
§ 6º Por ocasião das atividades de integração e interoperabilidade dos órgãos que compõem o Sistema Nacional de Segurança do Poder Judiciário (SINASPJ), poderá o Diretor do Departamento Nacional de Polícia Judicial (DNPJ) autorizar o porte funcional de armas tratado neste artigo. (incluído pela Resolução n. 566, de 19.6.2024)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-B Após avaliar a necessidade de proteção do próprio policial judicial, em razão do desempenho da função, a chefia da unidade de Polícia Judicial concederá a autorização de extensão do porte de armas funcional para defesa pessoal fora de serviço.
 (...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-B Após avaliar a necessidade de proteção do próprio policial judicial, em razão do desempenho da função, a chefia da unidade de Polícia Judicial concederá a autorização de extensão do porte de armas funcional para defesa pessoal fora de serviço.
§ 1º O porte de arma de fogo funcional estendido para a defesa pessoal, fora de serviço, conforme tratado no caput deste artigo, bem como o porte de arma de fogo para a defesa pessoal, previsto no art. 33, V, da Lei Complementar nº 35/1979, são válidos tanto para as armas institucionais, cauteladas, quanto para as armas devidamente registradas no acervo pessoal do policial judicial ou do magistrado, no SINARM ou no SIGMA. (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-B Após avaliar a necessidade de proteção do próprio policial judicial, em razão do desempenho da função, a chefia da unidade de Polícia Judicial concederá a autorização de extensão do porte de armas funcional para defesa pessoal fora de serviço.
(...)
§ 2º A autorização de que trata o caput do presente artigo é presumida quando o policial judicial estiver empenhado nas seguintes atividades: (incluído pela Resolução n. 566, de 19.6.2024)
I – Proteção de pessoas (dignitários, autoridades, servidores, testemunhas); (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-B Após avaliar a necessidade de proteção do próprio policial judicial, em razão do desempenho da função, a chefia da unidade de Polícia Judicial concederá a autorização de extensão do porte de armas funcional para defesa pessoal fora de serviço.
(...)
§ 2º A autorização de que trata o caput do presente artigo é presumida quando o policial judicial estiver empenhado nas seguintes atividades: (incluído pela Resolução n. 566, de 19.6.2024)
(...)
II – Inteligência policial institucional; (incluído pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-B Após avaliar a necessidade de proteção do próprio policial judicial, em razão do desempenho da função, a chefia da unidade de Polícia Judicial concederá a autorização de extensão do porte de armas funcional para defesa pessoal fora de serviço.
(...)
§ 2º A autorização de que trata o caput do presente artigo é presumida quando o policial judicial estiver empenhado nas seguintes atividades: (incluído pela Resolução n. 566, de 19.6.2024)
(...)
III – Policiamento ostensivo. (incluído pela Resolução n. 566, de 19.6.2024)   ",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-C A autorização para o porte de arma de fogo funcional de que trata esta Resolução independe do pagamento de taxa e restringe-se à arma de fogo institucional, nos termos do art. 7º -A, § 1º, da Lei nº 10.826/2003, ressalvada a hipótese excepcional prevista no § 1º do art. 3-B desta Resolução. (incluído pela Resolução n. 566, de 19.6.2024)   ",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 3º-D A autorização para o porte de arma de fogo funcional, de que trata esta Resolução, terá prazo de validade indeterminado, sendo obrigatória a realização dos testes de aptidão técnica e psicológica, nos termos do art. 4º da Lei nº 10.826/2003, no período de 5 (cinco) anos, sob pena de suspensão da autorização e, podendo ser, ainda, revogada a qualquer tempo por determinação do presidente do respectivo tribunal. (incluído pela Resolução n. 566, de 19.6.2024)   ",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 4º O porte de arma de fogo funcional dos servidores constantes no art. 2º fica condicionado à apresentação de documentação comprobatória do preenchimento dos requisitos constantes do art. 4º da Lei nº 10.826/2003, salvo o descrito no inciso II do referido dispositivo legal, bem como à formação funcional a ser realizada na Academia Nacional de Polícia Judicial (ANPJ), nos centros de treinamento dos próprios tribunais, em estabelecimentos de ensino de atividade policial ou nas forças armadas, e à existência de mecanismos de fiscalização e de controle interno, nas condições estabelecidas na presente Resolução. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 4º O porte de arma de fogo funcional dos servidores constantes no art. 2º fica condicionado à apresentação de documentação comprobatória do preenchimento dos requisitos constantes do art. 4º da Lei nº 10.826/2003, salvo o descrito no inciso II do referido dispositivo legal, bem como à formação funcional a ser realizada na Academia Nacional de Polícia Judicial (ANPJ), nos centros de treinamento dos próprios tribunais, em estabelecimentos de ensino de atividade policial ou nas forças armadas, e à existência de mecanismos de fiscalização e de controle interno, nas condições estabelecidas na presente Resolução. (redação dada pela Resolução n. 566, de 19.6.2024)
§ 1º Compete à unidade de Polícia Judicial dos tribunais a que o servidor estiver vinculado adotar as providências necessárias à obtenção da documentação exigida para a capacitação técnica e para a aptidão psicológica dos policiais judiciais dos respectivos quadros, assim definidas: (redação dada pela Resolução n. 566, de 19.6.2024)
I – capacidade técnica é a habilitação em curso específico para utilização de arma de fogo, promovido preferencialmente por instrutores do próprio Poder Judiciário, por estabelecimento de ensino de atividade policial ou pelas forças armadas, nos termos da legislação pertinente; (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 4º O porte de arma de fogo funcional dos servidores constantes no art. 2º fica condicionado à apresentação de documentação comprobatória do preenchimento dos requisitos constantes do art. 4º da Lei nº 10.826/2003, salvo o descrito no inciso II do referido dispositivo legal, bem como à formação funcional a ser realizada na Academia Nacional de Polícia Judicial (ANPJ), nos centros de treinamento dos próprios tribunais, em estabelecimentos de ensino de atividade policial ou nas forças armadas, e à existência de mecanismos de fiscalização e de controle interno, nas condições estabelecidas na presente Resolução. (redação dada pela Resolução n. 566, de 19.6.2024)
§ 1º Compete à unidade de Polícia Judicial dos tribunais a que o servidor estiver vinculado adotar as providências necessárias à obtenção da documentação exigida para a capacitação técnica e para a aptidão psicológica dos policiais judiciais dos respectivos quadros, assim definidas: (redação dada pela Resolução n. 566, de 19.6.2024)
(...)
II – aptidão psicológica é o conjunto das capacidades intelectuais para o manuseio de arma de fogo aferidas por laudo conclusivo da própria instituição ou por profissional credenciado pela Polícia Federal. (redação dada pela Resolução n. 566, de 19.6.2024) § 2º A capacidade técnica e a aptidão psicológica para o manuseio de arma de fogo, bem como o cumprimento dos requisitos legais previstos no § 3º do art. 7º-A da Lei nº 10.826/2003, poderão ser atestados por certidão comprobatória emitida pela chefia da unidade de Polícia Judicial, após a expedição dos laudos por profissionais da própria instituição ou por profissionais credenciados pela Polícia Federal. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 4º O porte de arma de fogo funcional dos servidores constantes no art. 2º fica condicionado à apresentação de documentação comprobatória do preenchimento dos requisitos constantes do art. 4º da Lei nº 10.826/2003, salvo o descrito no inciso II do referido dispositivo legal, bem como à formação funcional a ser realizada na Academia Nacional de Polícia Judicial (ANPJ), nos centros de treinamento dos próprios tribunais, em estabelecimentos de ensino de atividade policial ou nas forças armadas, e à existência de mecanismos de fiscalização e de controle interno, nas condições estabelecidas na presente Resolução. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)
§ 3º Entende-se por aptidão psicológica o conjunto das capacidades intelectuais para o manuseio de arma de fogo aferidas em laudo conclusivo da própria Instituição, do Departamento de Polícia Federal, ou por profissional ou entidade credenciados.   ",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 5º O armamento, o modelo, o calibre, a munição e os demais equipamentos e acessórios a serem adquiridos pelos tribunais serão definidos pela respectiva presidência, mediante instrução da unidade de Polícia Judicial do órgão, observada a legislação aplicável e os parâmetros de padronização e uniformização fixados na esfera do Sistema Nacional de Segurança do Poder Judiciário (SINASPJ). (redação dada pela Resolução n. 566, de 19.6.2024) 
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 5º O armamento, o modelo, o calibre, a munição e os demais equipamentos e acessórios a serem adquiridos pelos tribunais serão definidos pela respectiva presidência, mediante instrução da unidade de Polícia Judicial do órgão, observada a legislação aplicável e os parâmetros de padronização e uniformização fixados na esfera do Sistema Nacional de Segurança do Poder Judiciário (SINASPJ). (redação dada pela Resolução n. 566, de 19.6.2024) 
§ 1º Fica autorizada a aquisição pelos tribunais de armas de fogo de uso restrito e de suas munições no interesse da garantia da autonomia e da independência do Poder Judiciário, assim como da defesa nacional do estado democrático, nos termos do art. 13, inciso I, do Decreto nº 11.615/2023. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 5º O armamento, o modelo, o calibre, a munição e os demais equipamentos e acessórios a serem adquiridos pelos tribunais serão definidos pela respectiva presidência, mediante instrução da unidade de Polícia Judicial do órgão, observada a legislação aplicável e os parâmetros de padronização e uniformização fixados na esfera do Sistema Nacional de Segurança do Poder Judiciário (SINASPJ). (redação dada pela Resolução n. 566, de 19.6.2024) 
(...)
§ 2º A aquisição direta de armas e munições de uso restrito, tratada no art. 13, inciso II, do Decreto nº 11.615/2023, é permitida aos membros da Magistratura e aos integrantes da Polícia Judicial que tenham autorização de porte de arma funcional vigente. (redação dada pela Resolução n. 566, de 19.6.2024)
(...)",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 5º O armamento, o modelo, o calibre, a munição e os demais equipamentos e acessórios a serem adquiridos pelos tribunais serão definidos pela respectiva presidência, mediante instrução da unidade de Polícia Judicial do órgão, observada a legislação aplicável e os parâmetros de padronização e uniformização fixados na esfera do Sistema Nacional de Segurança do Poder Judiciário (SINASPJ). (redação dada pela Resolução n. 566, de 19.6.2024) 
(...)
§ 3º O Certificado de Registro de Arma de Fogo (CRAF) das armas do acervo pessoal dos integrantes ativos da Polícia Judicial e da Magistratura terá prazo de validade indeterminado nos termos do art. 24, inciso IV, do Decreto nº 11.615/2023. (redação dada pela Resolução n. 566, de 19.6.2024)  ",Não é item de conformidade,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
Art. 6º A aquisição de arma de fogo institucional e de equipamentos de segurança de que trata esta Resolução será submetida à prévia análise técnica da unidade de segurança institucional respectiva.   ,Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 7º As armas de fogo institucionais deverão ser brasonadas e gravadas com inscrição que identifique o tribunal a que pertencem, de acordo com as normas vigentes. Parágrafo único. As armas eventualmente cedidas, emprestadas ou destinadas deverão ser registradas no SINARM em nome do tribunal.  ",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
I – o registro da arma; 
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
(...)
II – o tipo;
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
(...)
III – a quantidade de munição fornecida, e;
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
(...)
IV – a data e o horário de cautela.
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
(...)
§ 1º Cada instituição deverá providenciar mecanismos de controle e guarda em local seguro das armas de fogo, assim como das munições e acessórios, respeitadas as normas pertinentes ao tema.
(...) ",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
"Art. 8º A unidade de segurança de cada tribunal será responsável pela guarda e manutenção adequada das armas de fogo institucionais, da munição e acessórios, devendo manter controle de utilização que conste:
(...)
§ 2º Quando autorizada a utilização das armas de fogo, em consonância com a legislação vigente, o equipamento será entregue ao servidor juntamente com o registro da arma, mediante assinatura de cautela específica.
(...)",Não,Resolução nº 467/2022 - CNJ,CNJ,Secretaria Geral da Presidência
